handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded,sentiment_label,sentiment_score
@SerbianPM,Aна Брнабић,2020-03-02T15:59:30.000Z,"Данас смо отворили рестаурирану Рамску тврђаву на Дунаву у шта смо, заједно са @tika_english1 , уложили око 250 милиона динара. Истичемо јединствене потенцијале Србије, којима ћемо се успешно репозиционирати на европској и светској мапи културних и туристичких дестинација.",evropa,sr,0.1,0.5,0.0,0.5,positive,0.9358715415000916
@avucic,Александар Вучић,2018-10-29T18:46:43.000Z,За Србију је огромна част да поново угости председника Путина. Cа амбасадором Руске Федерације @AVChepurin,putin,sr,0.6,0.8,0.5,1.0,positive,0.927958369255066
@markodjuric,Марко Ђурић,2018-08-03T19:54:35.000Z,"Нико од Срба на #КиМ неће предузети било шта, ни везано за ЗСО нити за нешто друго што би пружило изговор Албанцима и делу међународне заједнице да против њих предузму неке акције.",albanija,sr,0.3,0.9,0.5,1.0,negative,0.8757045865058899
@MarinikaTepic,Marinika Tepić,2020-09-17T19:27:42.000Z,"Megafoni bratije Vučić koji su se ostrvili na mene zbog dokaza da je policija omogućila Kontiću da pobegne nakon prebijanja momka 24.avgusta-lažu i kriju:

1.Da je policija podnela krivičnu tužilaštvu TEK u subotu 12.septembra,nakon snimka u medijima!
1/2",policija,und,0.1,-0.4,0.0,-0.5,negative,0.9019819498062134
@SasaRadulovich,Saša Radulović,2020-08-02T11:09:53.000Z,"Ako želite da odbranite Kosovo i Methoiju, OBRARANJE FALSIFIKOVANIH IZBORA je način. Tako vlast gubi skupštinu, gubi vladu i pravo potpisa.

Večeras na protest, sutra na blokadu Narodne Skupštine.http://Vilson-Vucic-priprema-narod-za-teske-odluke.html…",kosovo,und,0.2,0.6,0.0,0.5,negative,0.6536023020744324
@DostaJeBilo,ДЈБ - Суверенисти,2017-03-11T20:00:24.000Z,Vučića su @SasaRadulovich i @MMPoaro jednom zaustavili u pljački i korupciji. Ovog aprila to činimo jednom za svagda http://,korupcija,und,0.2,0.6,0.0,0.5,negative,0.4609040319919586
@SasaRadulovich,Saša Radulović,2021-07-04T12:30:05.000Z,"Srbija mora da zna da su se svi ljudi na našim prostorima izjašnjavali kao Srbi, bili pravoslavni, pismeni pisali ćirilicom u vreme Kulina Bana.
Ne smeta nam da se neki potomci tih ljudi danas zovu kako god žele, ako im je tako lakše. Ali ne dozvoljavamo da se istorija prekraja.",crkva,und,0.2,0.6,0.0,0.5,positive,0.7033746838569641
@BrajanBrkovic,Brajan Brkovic,2021-04-19T16:43:59.000Z,NOVI SAD PROTIV FAŠIZMA.#Novisad,amerika,und,-1.0,0.5,-1.0,0.5,positive,0.510062575340271
@ZajednoZaSrbiju,Zajedno Za Srbiju,2013-06-24T12:05:49.000Z,[Preporučujemo] Intervju Boška Ristića za portal @juznevesti: http://i/aktuelno/281-bosko-ristic-intervju-juzne-vesti… #samouprava #solidarnost #Evropa,evropa,und,-0.4,0.3,-0.5,0.5,positive,0.8744827508926392
@BoskoObradovic,Бошко Обрадовић,2020-06-10T10:47:41.000Z,Шетам данас бескрајном војвођанском равницом и налетим тако на познато место. Нарко-картел на власти иза производње органске хране крио је највећу плантажу марихуане у Европи. Шеф обезбеђења овог места био је активни пуковник полиције. Све то није могло без заштите државе.,evropa,sr,0.4,0.8,0.5,1.0,negative,0.4776024222373962
@FHPHLC,Fond za humanitarno pravo,2021-09-08T09:56:48.000Z,"""Vidimo iz svih prethodnih 18 godina, koliko postoji Tužilaštvo za ratne zločine, da oni ne procesuiraju visokorangirane pripadnike vojske, policije ili teritorijalne odbrane koji su imali te funkcije tokom rata u BiH.""@IvanaZanic, direktorka FHP",policija,und,0.0,-0.9,0.0,-1.0,negative,0.8210646510124207
@LDP,LDP,2019-03-09T21:02:48.000Z,".@Ceda_Jovanovic: Da sad dođem i kažem da sam na N1, sedam miliona ljudi u to neće poverovati. Jer ja nisam lažna opozicija – ja sam Šiptar, ustaša, veći narkoman od Hendriksa i Morisona zajedno, ja sam ubio Zorana Đinđića, to govori Vaš megafon Veruović.",amerika,und,-0.3,-0.9,-0.5,-1.0,negative,0.872211217880249
@DraganDjilas,Dragan Djilas,2019-11-21T16:02:02.000Z,"Prodaja srpskog oružja Ukrajincima je išla preko Emirata i Vučićevog velikog prijatelja šeika Muhameda Bin Zajeda.

Imajući to u vidu, ali i sve što se dešava sedam godina, šta mislite ko su zaista većinski vlasnici Beograda na vodi, PKB-a, Karađorđeva.....",beograd,und,0.3,-0.5,0.5,-0.5,neutral,0.5500665307044983
@SlobodaIPravda,Stranka slobode i pravde,2019-12-06T19:17:46.000Z,"U Jovanjici je okopavao paradajz, a u Kragujevcu pazario ispite.

Ne smemo ni da zamislimo šta je radio dok je služio ubrzani vojni rok.

 https://ra-indeks-razresila-misteriju-zasto-je-novosadjanin-vulin-studirao-bas-u-kragujevcu/#.XeqpNv_Jzig.twitter… via @slobodaipravda",vojska,und,-0.5,0.0,-0.5,0.0,negative,0.5430455803871155
@BoskoObradovic,Бошко Обрадовић,2018-02-07T15:46:32.000Z,Случај врхунског полицијског инспектора Небојше Благотића из Ниша - важна симболичка прича како су они који раде свој посао у државној управи прогоњени и склоњени да би се заташкао криминал и корупција људи блиских врху власти СНС. Ово морате прочитати!,korupcija,sr,0.4,0.8,0.5,1.0,negative,0.7260911464691162
@nedavimobgd,Ne davimo Beograd,2020-04-19T13:11:06.000Z,"""Imaćemo najbolju ekonomiju u celoj Evropi ove godine""

Vučić je istakao da će naši rezultati biti bolji samo da nas korona ne ubije, i ne napravimo grešku, ne ponašao se nedisciplinovano.

""Ako nastavimo da se ponašamo disciplinovano, nećemo imati problema"", kazao je on.",evropa,und,-0.3,0.0,-0.5,0.0,positive,0.7408419847488403
@MarijanNSS,Marijan Rističević,2016-09-18T11:26:01.000Z,Današnja parada mi liči na luftikanersku šetnju. VIDEO-FOTO-POCEO-PEDERBAL-gej-paradi-vise-politicara-ambasadora-novinara-nego-gejeva,lgbt,und,0.4,0.8,0.5,1.0,negative,0.5508895516395569
@StrankaNarodna,Narodna stranka,2021-10-17T12:56:58.000Z,"Policija u Negotinu po nalogu načelnika PU Bor, Branislava Stojadinovića privodi članove biračkih odbora i aktiviste Narodne stranke i zadržava.

Građani Negotina izađite na izbore i nemojte da dozvolite da vaš glas zloupotrebe.@MiikiAleksic @JovanovicStefan",policija,und,-0.2,-0.7,0.0,-0.5,negative,0.8088657259941101
@TomaMomirovic,Tomislav Momirovic,2020-03-07T19:32:46.000Z,"Moram da odam #respect Vlori Citaku.
Zena je svuda prisutna, izgradila je mrezu i radi svoj posao.
Ambasador #Srbije u #SAD je nevidljiv.",amerika,und,0.1,0.4,0.0,0.5,positive,0.7866978645324707
@markodjuric,Марко Ђурић,2019-05-28T09:22:19.000Z,"Србе и Бошњаке пребијају, везују и одводе као стоку, док Приштина у оквиру наводне акције борбе против корупције  осумњиченим Албанцима шаље позиве да се јаве на разговор у полицију.",albanija,sr,0.3,0.9,0.5,1.0,negative,0.930528163909912
@WhistlerDick,Sergej Trifunović,2018-11-05T10:18:06.000Z,"A za šta je tačno, njegova svetost Vladimir Vladimirovič Putin, odlikovala Milana Bandića, gradonačelnika Zagreba?",putin,und,0.1,-1.0,0.0,-1.0,neutral,0.6528009176254272
@avucic,Александар Вучић,2019-02-12T14:13:12.000Z,"Хвала Молдавији због принципијелне позиције, што не признаје једнострано проглашену независност Косова.
Ca потпредседником Владе Републике Молдавије задуженим за европске интеграције, Јуријем Леанком.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8015766739845276
@FHPHLC,Fond za humanitarno pravo,2020-12-12T06:47:48.000Z,U noći između 11. i 12. decembra 1991. više pripadnika 130. brigade Hrvatske vojske (HV) upalo je u kuću Andrije Bukvića u selu Paulin Dvor kod Osijeka i kao odmazdu zbog smrti saborca likvidirali 18 civila – 17 Srba i jednog Mađara.,vojska,und,0.0,-0.9,0.0,-1.0,negative,0.929123878479004
@SasaRadulovich,Saša Radulović,2020-05-03T18:38:15.000Z,"Još da objasnite kakve veze ima suverenizam i borba protiv kolonijalnog statusa Srbije sa bilo čim. Sigurno ne znate da postoji mnogo LGBT ljudi koji su suverenisti i koji recimo ne bi nikad dali KiM.
Život je mnogo komlikovaniji nego što ste spremni da priznate i prihvatite.",lgbt,und,0.2,0.6,0.0,0.5,negative,0.6978937983512878
@nedavimobgd,Ne davimo Beograd,2019-05-30T19:27:03.000Z,"#TRIBINAGardoš, ugroženo istorijsko nasleđe #ZemunTošin Bunar 2 (Evangelistička crkva)
Nedelja 18 časova

Prof. dr Nenad Makuljević
Prof. emeritus dr Irina Subotić
Dušan Petričić
Dragoljub Bakić
Vladimir Džamić
Bojan Kovačević

Vidimo se!",crkva,und,-0.3,0.0,-0.5,0.0,positive,0.5611897110939026
@nedavimobgd,Ne davimo Beograd,2022-03-31T21:10:58.000Z,"𝐎𝐓𝐏𝐀𝐃 – 𝐒𝐎𝐑𝐓𝐈𝐑𝐀𝐍𝐉𝐄, 𝐎𝐃𝐋𝐀𝐆𝐀𝐍𝐉𝐄 𝐈 𝐑𝐄𝐂𝐈𝐊𝐋𝐀𝐙̌𝐀

POVEĆANJE ENERGETSKE EFIKASNOSTI ZGRADA

NABAVKA PREČIŠĆIVAČA VAZDUHA I KLIMA UREĐAJE ZA PORODILIŠTA, VRTIĆE I ŠKOLE

ZELENA EKONOMIJA

GRADSKE BAŠTE",beograd,und,-0.3,0.0,-0.5,0.0,positive,0.8580641150474548
@FHPHLC,Fond za humanitarno pravo,2021-07-22T14:17:14.000Z," Apelacioni sud u Beogradu smanjio je kaznu kojom je bivši pripadnik vojne policije Vojske Republike Srpske Radomir Kezunović osuđen za ratne zločine, sa 14 na pet godina zatvora.",beograd,und,0.0,-0.9,0.0,-1.0,negative,0.7248397469520569
@LDP,LDP,2018-01-08T12:51:43.000Z,".@Ceda_Jovanovic #LDP: Ne pristajem na to da postoje i Evropa i Šljivančanin-heroj. Evropa nam je sve dalja. To je zato što ne gradimo Evropu u Srbiji, već pravimo frontove i iz puškarnica svojih malih kancelarija pucamo na mete koje uglavnom promašujemo. https://",evropa,und,-0.3,-0.9,-0.5,-1.0,negative,0.8545939326286316
@LDP,LDP,2019-05-27T20:36:17.000Z,".@Ceda_Jovanovic na sednici o #Kosovo: Zemlju moramo da sačuvamo tako što ćemo reći istinu, tako što ćemo reći da ćemo učiniti sve za mir sa Albancima.",kosovo,und,-0.3,-0.9,-0.5,-1.0,positive,0.7681103944778442
@SlobodaIPravda,Stranka slobode i pravde,2021-03-17T21:47:41.000Z,"Ono kada te napusti ""stručnjak za afere"", pa moraš sam da se snalaziš i izmišljaš.
Dobro, uz pomoć Božić i Vladanke, ali nije to to. Sad ozbiljno - Odgovaraćete pred sudom. Garantujem.@DraganDjilas",amerika,und,-0.5,0.0,-0.5,0.0,negative,0.8310781121253967
@SPDveri,ДВЕРИ,2020-11-17T17:48:38.000Z,"Др Милорад Маринковић: Албански мини шенген је у интересу Вучићевог режима, али не и у интересу Србије.https://91/dr-milorad-marinkovic-ekonomska-steta-albanskog-sengena-po-srbiju/…",albanija,sr,0.3,0.8,0.5,1.0,negative,0.8715576529502869
@SlobodaIPravda,Stranka slobode i pravde,2020-08-13T06:20:08.000Z,Na Savskom trgu se čeka spomenik Stefanu Nemanji. Uvoze ga iz Rusije.@milabizjak,rusija,und,-0.5,0.0,-0.5,0.0,negative,0.4698871076107025
@ArisMovsesijan,Aris Movsesijan,2021-11-27T15:43:48.000Z,"Aleksandar Vučić ""faktor stabilnosti"".Policija da pohapsi sve ove batinaše. Ne bude li to uradila, stavlja se direktno u službu huligana i onda i sami postaju hulugani.",policija,und,0.3,-0.6,0.5,-0.5,negative,0.8511594533920288
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2020-01-03T10:16:58.000Z,"Pod ovim barjakom knjaza Danila i kralja Nikole, pod vodjstvom serdara Janka Vukotića, u bici kod Mojkovca, srpskim Termopilima, malobrojna crnogorska vojska je, na Badnji dan 1916, junačkim otporom, zaštitila odstupnicu srpske vojske prema Albaniji. 1/2",vojska,und,0.3,0.5,0.5,0.5,positive,0.5102067589759827
@SutanovacDragan,Šutanovac Dragan,2022-02-26T19:05:45.000Z,Malo je poznato da je Čečenija najveći kontributor ISISa a sad bi malo da ubijaju po Ukrajini.,ukrajina,und,0.4,-0.1,0.5,0.0,negative,0.8438692688941956
@LDP,LDP,2018-03-30T11:45:39.000Z,".@anita_mitic: Nerešavanje pitanja Kosova je ozbiljna prepreka za našu budućnost i posledica je pogrešne politike. Bez strateškog rešavanja tog pitanja, i sa jedne i sa druge strane, najviše ispaštaju Srbi i Albanci na Kosovu. https://",albanija,und,-0.3,-0.9,-0.5,-1.0,negative,0.9355182647705078
@Nevena_Djuric93,Невена Ђурић,2022-01-16T15:03:26.000Z,"Ти, најкорумпиранији о корупцији.
Када сте 2009. год. постављали судије у подрумима жутог тајкунског предузећа, све вам је било потаман. Исти су до данас враћали услуге теби и осталим политичким менторима. Сећаш се, уз капућино у кафићу.
Баш то се мења, а никако ти не одговара.",korupcija,sr,0.3,0.9,0.5,1.0,negative,0.7305430769920349
@SutanovacDragan,Šutanovac Dragan,2022-04-04T10:01:29.000Z,"Ne bi, da je bio vidljiviji ranije ljudi bi imali vremena da ga upoznaju i da shvate. Nisam ništa isterivao pre izbora a imao sam razloga pa eto sad mogu malo.",amerika,und,0.4,-0.1,0.5,0.0,negative,0.4222288131713867
@ArisMovsesijan,Aris Movsesijan,2015-09-20T11:11:34.000Z,"Inače, ministar kulture je na Pride došao sa gomilom telohranitelja.",lgbt,und,0.3,-0.6,0.5,-0.5,negative,0.872567355632782
@WhistlerDick,Sergej Trifunović,2021-12-11T23:01:35.000Z,"Sad sam kao Lorens od Arabije, na korak do Akabe. I ne da mi se da je vidim. Njega nisu sprečili ni pustinja, ni turska vojska. Mene jeste, jebeni kovid režim. Ovo je jedno užasno, antiavanturističko, antiromantičarsko vreme.",vojska,und,0.1,-1.0,0.0,-1.0,negative,0.9097291827201844
@markodjuric,Марко Ђурић,2020-10-02T09:19:01.000Z,Serbs from Kosovo and Metohija wish @POTUS and @FLOTUS a quick and easy recovery!,kosovo,en,0.3,0.9,0.5,1.0,positive,0.9986549615859984
@MarinikaTepic,Marinika Tepić,2018-07-04T07:29:30.000Z,"Premijerka uvređena što joj Vladu nazivaju 'bezubi naprednjaci' dok bije 'bitku za Kosovo' i otvara muzeje.

Nisam čula za 'bezube'! Samo da škrguću, reže, sikću na svaku kritiku, otkrivenu laž, prevaru i pljačku.
I da će tek ostati bez zuba.http://Brnabic-Smena-u-Vladi-nece-biti-dok-traje-bitka-za-Kosovo.html…",kosovo,und,0.1,-0.4,0.0,-0.5,negative,0.8714990615844727
@SasaRadulovich,Saša Radulović,2020-01-03T12:26:09.000Z,"Crnogorska pravoslavna crkva naravno nikada nije postojala.

Dovoljno je površno poznavanje istorije da bi se ovo znalo. Falsifikovanje istorije je prvi korak svakog kolonizatora. Za to uvek pronalazi vaše sunarodnike da šire falsifikat.",crkva,und,0.2,0.6,0.0,0.5,negative,0.8075703382492065
@LDP,LDP,2018-06-29T12:44:34.000Z,"Latinka Perović: Danas se u Srbiji ne govori o godišnjici Rezolucije Informbiroa i to uopšte nije slučajno, pre svega zbog uloge koju Rusija ima u Srbiji. https://",rusija,und,-0.3,-0.9,-0.5,-1.0,negative,0.5678644776344299
@WhistlerDick,Sergej Trifunović,2019-01-18T17:36:38.000Z,Nisam video: jel’ doneo Putin Kosovo??,putin,und,0.1,-1.0,0.0,-1.0,neutral,0.5660889148712158
@VjericaR,Вјерица Радета,2022-02-28T16:32:28.000Z,RADETA ZARATILA SA ODBORNIKOM SPO ZBOG PUTINA: Ovako da neko javno kaže je nedopustivo! Uroševič joj uzvratio: PUTIN JE LUDAK! https://v/36716/radeta-zaratila-sa-odbornikom-spo-zbog-putina-ovako-da-neko-javno-kaze-je-nedopustivo-urosevic-joj-uzvratio-putin-je-ludak… преко корисника @KurirVesti,putin,und,0.7,1.0,0.5,1.0,negative,0.817168653011322
@MarinikaTepic,Marinika Tepić,2021-07-16T08:27:44.000Z,"Koliko je @avucic isprepadan zbog gubitka Beograda ako je tačno da su mu na otvaranje DZ juče u Borči

-doveli pristalice iz drugih mesta
jer ga Beograđani neće?

-sekretarica,žene iz kadrovske, teh.osoblje morale da obuku bele mantile i ""glume"" medicinare?",beograd,und,0.1,-0.4,0.0,-0.5,negative,0.7452345490455627
@MarinikaTepic,Marinika Tepić,2018-06-08T20:17:46.000Z,"Da li mi se slučajno čini da su američki državni tužilac, kosovski specijalni i i drugi iz regiona čavrljali pre neki dan sa našom Zagorkom Dolovac i o upletenosti Andreja Vučića u kriminal na balkanskim rutama?

Čim je počela ova kampanja za relativizaciju njegovih nedela, liči.",kosovo,und,0.1,-0.4,0.0,-0.5,negative,0.5957826375961304
@avucic,Александар Вучић,2021-02-24T19:32:13.000Z,Србија је лака мета aко црква и држава не сарађују.,crkva,sr,0.6,0.8,0.5,1.0,negative,0.9110480546951294
@Katalonka4,Katalonka,2019-10-27T22:05:36.000Z,"Utisak nedelje :
Glasam za zagađenost danas u N. SADU.
Molim sve posetioce koji su iz silnih autobusa urinirali oko Spensa i Promenade da počiste svoje fekalije.
Novi Sad moj grad",amerika,und,-0.6,0.3,-0.5,0.5,negative,0.6527903079986572
@StrankaNarodna,Narodna stranka,2021-08-26T15:00:11.000Z,"Видели смо Данила Вучића са Ацом Рошавим и другим припадницима клана Беливука на Светском првенству у Русији, али нисмо добили информације ко је од високих полицијских службеника још био у њиховом друштву. Да ли је Дијана Хркаловић? Која је стварна улога Славише Кокезе била тамо?",rusija,sr,-0.2,-0.7,0.0,-0.5,neutral,0.7626045942306519
@VPartija,Aleksandar Odžić,2018-03-04T20:28:16.000Z,"Prvi rezultati izbora u beogradu, pa ako hoćete i konačni koji će iz njih proisteći, govore mnogo više od samih procenata kada su u pitanju Novi Sad i Vojvodina.
Na nama je, ili... ",amerika,und,-0.5,0.5,-0.5,0.5,neutral,0.5868781805038452
@jeremic_vuk,Vuk Jeremić,2020-09-05T13:15:47.000Z,Народна странка Вождовац: Општинска власт наставља политику засновану на лажима и корупцији.,korupcija,sr,0.0,-0.2,0.0,0.0,negative,0.9460991621017456
@MiranPogacar,Miran Pogačar,2022-01-08T12:37:54.000Z,Novi Sad najjači danas! Prva blokada autoputa u Novom Sadu je u uspešna! Idemo jako najjače i sledeće nedelje! Rio Tinto marš iz Srbije!,amerika,und,-0.9,-0.1,-1.0,0.0,positive,0.7828970551490784
