handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded,sentiment_label,sentiment_score
@markodjuric,Марко Ђурић,2020-07-09T19:32:53.000Z,"Kosovo and Metohija is a part of Serbia. When you live in one part of your country, you live in all the parts of your country. Every Serb has a spiritual home at Kosovo and Metohija, because that’s where our heart is. But you refuse to understand that.",kosovo,en,0.3,0.9,0.5,1.0,negative,0.880698025226593
@SerbianPM,Aна Брнабић,2018-12-02T11:51:35.000Z,". @ESUtwt supported the protests of Serbian students in Kosovo and Metohija: in the 21st century, no student should be withheld from basic human rights.",kosovo,en,0.1,0.5,0.0,0.5,positive,0.9303557872772217
@markodjuric,Марко Ђурић,2020-05-14T16:48:12.000Z,Prishtina prevents doctors and nurses from entering #kosovo. This shouldn't happen anywhere in the world.https://@RichardGrenell @MiroslavLajcak @JosepBorrellF @aneichhorst @haradinajramush @HashimThaciRKS @KadriVeseliKS @albinkurti @IsaMustafaKS,kosovo,en,0.3,0.9,0.5,1.0,negative,0.9991093277931213
@SerbianPM,Aна Брнабић,2018-12-10T09:43:00.000Z,"We appeal to all representatives of the international community to protect basic human rights of Serbs living in Kosovo and Metohija, including the right to information in their native language which has been denied.",kosovo,en,0.1,0.5,0.0,0.5,positive,0.9991320967674255
@markodjuric,Марко Ђурић,2020-07-08T11:16:44.000Z,"You can't regret that your protégés can't even reach 3% in the democratic elections, and now you support the attempt to destabilize Serbia on the eve of the Kosovo and Metohija negotiations. This is so obvious and your lies will not fool anyone.",kosovo,en,0.3,0.9,0.5,1.0,positive,0.9935616254806519
@markodjuric,Марко Ђурић,2020-07-09T19:32:41.000Z,Five whole years?! I am really nowhere to be compared with a Balkans expert like you. I am merely a bot/sendvicar with 37 years experience of living in Serbia (Kosovo included). In two years time you would be entitled to enroll elementary school. Here we enroll at 7 (5+2).,kosovo,en,0.3,0.9,0.5,1.0,positive,0.6508289575576782
@markodjuric,Марко Ђурић,2020-05-12T11:21:28.000Z,...Serbia holds the same position that the solution to the issue of Kosovo and Metohija can only be sought in keeping with the international law according to which Kosovo and Metohija constitutes an integral part of Serbia.,kosovo,en,0.3,0.9,0.5,1.0,negative,0.9348562359809875
@markodjuric,Марко Ђурић,2020-07-16T19:28:33.000Z,"The meeting you are referring to took place in the Serbian Mission in Brussels, and the book is beautiful monography “The Christian heritage of Kosovo and Metohia”.",kosovo,en,0.3,0.9,0.5,1.0,positive,0.9998304843902588
@markodjuric,Марко Ђурић,2022-01-16T19:55:30.000Z,"3/3
It remains to be seen whether there will be any consequences for this malign and violent move against essential political rights of #Serbs in Kosovo*.
Action is needed if we are to prevent further deterioration of the situation in the coming months.",kosovo,en,0.3,0.9,0.5,1.0,negative,0.9947828650474548
@markodjuric,Марко Ђурић,2022-01-04T21:43:16.000Z,"…on our citizens in Kosovo and Metohija, instead of applying your understanding of George Orwell on them?",kosovo,en,0.3,0.9,0.5,1.0,negative,0.999570906162262
@markodjuric,Марко Ђурић,2021-02-17T17:53:06.000Z,"2/3 Over the past seven days alone, another two TV crews (TV Kraljevo and TV Pink) were also prevented from entering #Kosovo based on nationality, or dislike of their reporting by the Kosovo government. #letjournalistsdotheirjob #HumanRightsViolations #HumanRights",kosovo,en,0.3,0.9,0.5,1.0,negative,0.9986916184425354
@markodjuric,Марко Ђурић,2020-08-28T14:00:51.000Z,"And, concerning the suffering of the people in Kosovo and Metohia, both Serb and Albanian, it was mostly caused by the brutal aggression on FR Yugoslavia.",kosovo,en,0.3,0.9,0.5,1.0,negative,0.9909708499908447
@markodjuric,Марко Ђурић,2020-10-03T20:20:53.000Z,"For once we agree-silence of the intl community is indeed deafening - 20 years no justice for thousands of murdered and ""ethnically cleansed"" Serbs from Kosovo, hundreds of burned Christian churches and stolen youth. Full support for the Special intl chambers for KLA war crimes.",kosovo,en,0.3,0.9,0.5,1.0,negative,0.9426562190055847
@adv_djukanovic,Владимир Ђукановић,2022-03-03T09:43:24.000Z,"Србија је једина земља у Европи која није увела санкције Руској федерацији. Србија се чврсто држи међународних принципа, јер једино тако можемо да бранимо нашу позицију по питању Косова и Метохије. Захваљујемо Руској Федерацији која разуме ужасно тежак положај Србије.",kosovo,sr,0.8,0.9,1.0,1.0,positive,0.8087988495826721
@Nevena_Djuric93,Невена Ђурић,2022-01-19T14:16:56.000Z,"Како се тачно представљаш, као Борко или Борислав?

Јел народу говориш о томе како си преклињао да се признање тзв. Независног Косова одложи за после избора и како си се шврћкао, док су Албанци успостављали границу између Срба и Срба.

Ипак ти разговараш сам са собом. За фотку.",kosovo,sr,0.3,0.9,0.5,1.0,negative,0.5715616941452026
@Vladimir_Orlic,Др Владимир Орлић,2022-03-25T19:29:40.000Z,"Каже: Косово за њега није питање унутрашње политике, то је нешто друго?

После овога нема потребе ништа више да каже на тему Косова. Никада више. Није тај у друштву Драгојевића без разлога. Нити је случајно, док је био са Јеремићем - избегао да се уопште бави повлачењем признања.",kosovo,sr,0.4,0.8,0.5,1.0,negative,0.6749879717826843
@NemanjaSarovic,Nemanja Šarović,2022-01-12T16:07:14.000Z,"Istina koju nećete videti ni na režimskim ni na ""opozicionim"" televizijama.
Ionako malobrojni Srbi se iseljavaju iz sela Gornje Kusce, opština Novo Brdo, Kosovo i Metohija.
Ne beže od Kurtija i njegovih, beže od laži, nepravde i gospode iz tzv. ""Srpske liste"".",kosovo,und,0.7,0.4,0.5,0.5,negative,0.7888402938842773
@adv_djukanovic,Владимир Ђукановић,2022-03-03T07:32:57.000Z,"Читај да смо једина земља у Европи која није увела санкције. Руси то далеко више поштују него неки у Србији који би угрозили нашу позицију око Косова и Метохије, јер не поштују међународне принципе.",kosovo,sr,0.8,0.9,1.0,1.0,positive,0.43115293979644775
@ZoranT11,Zoran Tomić,2022-03-14T13:03:27.000Z,"Koje tvoje argumente? Misliš na topljenje tenkova i što si vojsku uništio, jedinice rasformirao i bezbednost Srbije ugrozio ili možda na odbijanje da se kao političar boriš za Kosovo i Metohiju? Nismo videli da si izneo neke argumente kojima bi pobio tvoja nedela...",kosovo,und,0.5,0.7,0.5,0.5,negative,0.6941643953323364
@AcaSapic,Aleksandar Šapić,2018-06-20T15:14:04.000Z,"Veliki sportista i svetski fudbalski as, a danas predsednik Liberije, Žorž Vea, dva puta je gubio izbore i čekao više od 10 godina da postane predsednik svoje zemlje.

Liberija povukla priznanje Kosova.

Brat Vea. #Srbija",kosovo,und,0.0,0.4,0.0,0.5,negative,0.39198124408721924
@markodjuric,Марко Ђурић,2021-06-28T17:06:22.000Z,"Свакога Видовдана, ма где га славили, сећамо се чињенице да се сваки Србин, макар на Косово одлазио први пут, на њега заправо увек враћа.

На први Видовдан у деценији на који нисам у Србији, моје мисли су на Газиместану.

Срећан празник! ",kosovo,sr,0.3,0.9,0.5,1.0,positive,0.862898588180542
@Nevena_Djuric93,Невена Ђурић,2022-01-30T15:03:38.000Z,"На челу ""државотворне странке озбиљних људи"" - ""озбиљан човек""?
За ту титулу квалификовале су га коруптивне радње, прање пара и сарадња са белосветским криминалцима и то што га величају албански сепаратисти јер им је на тацни сервирао тзв. Независно Косово.
Озбиљно, продана душа!",kosovo,sr,0.3,0.9,0.5,1.0,negative,0.8661813735961914
@ZoranT11,Zoran Tomić,2022-02-07T21:48:47.000Z,Tajkunima smeta spomenik Stefanu Nemanji pa bi da ga izmeste...to je zapravo samo početak. Tako im smeta Kosovo i Metohija pa su radili da ga izmeste...smetala Vojvodina pa su radili da izmeste...smeta im i ostatak Srbije...kad bi dobili priliku završili bi započeto...,kosovo,und,0.5,0.7,0.5,0.5,negative,0.7942025661468506
@adv_djukanovic,Владимир Ђукановић,2022-02-18T13:29:36.000Z,"На крају Драганче, у твоје време је проглашена независност Косова. Председник тада твоје партије је збрисао у Румунију, а твој подухват у противљењу је био да се у Београду запали џамија. Иначе, о дугу града Београда који си оставио могу томови књига да се пишу. Урнисао си град.",kosovo,sr,0.8,0.9,1.0,1.0,negative,0.6830921769142151
@VucevicM,Милош Вучевић,2021-10-17T19:54:34.000Z,"Данас смо сведочили историјској победи Српске листе, дуго ћемо памтити овај дан победе над безумљем, дан кад су Срби устали сложно против тиранина! Све те страшне претње, упади РОСУ, свакодневни напади и притисци само су нас још више утврдили у одбрани нашег Косова и Метохије.",kosovo,sr,0.2,0.9,0.0,1.0,positive,0.8544571995735168
@Vladimir_Orlic,Др Владимир Орлић,2022-03-04T19:41:19.000Z,"Чудно.. За листу пријавили - више потписа, уз сво оно кукање о ""опструкцији"". А сад били сами, овериваче имали где год су хтели, колико год су хтели, и - за исти број дана, 25% мање потписа узели? Растераше и оно мало људи: ""тимом"" љубитеља независног Косова и приче о ""геноциду""?",kosovo,sr,0.4,0.8,0.5,1.0,negative,0.6158869862556458
@ZoranT11,Zoran Tomić,2022-03-20T19:11:01.000Z,"Ne ti to ne znaš! Da znaš ne bi vojsku uništio, herojske jedinice rasformirao i tenkove topio. Da to znaš, prihvatio bi da se za Kosovo i Metohiju boriš i ne bi bio na strani tajkuna. Definitivno...ti to ne znaš NATO generalu!!!",kosovo,und,0.5,0.7,0.5,0.5,negative,0.743606686592102
@ZoranT11,Zoran Tomić,2022-02-24T13:13:11.000Z,Koliko znam postoji Kosovo i Metohija! Ne zna Ponoš o čemu priča...zapravo zna nego zaboravio da prikrije da naloge prima sa strane. Zaboravio da je Jeremić preneo razgovore i rešavanje statusa u Brisel iz UN. Zaboravio da je odbio da pomogne oko KiM. Mnogo je zaboravan Ponoš...,kosovo,und,0.5,0.7,0.5,0.5,negative,0.8161516785621643
@AcaSapic,Aleksandar Šapić,2018-08-03T07:10:31.000Z,"Kaže Hašim Tači - Preševska dolina može da se pripoji Kosovu.

Poštovani g. Tači, ona je odavno pripojena i Kosovu i Metohiji, Pčinju, Pomoravlju, Raškoj, Toplici, Šumadiji...i raznim drugim regionima države Srbije.
Hvala Vam što brinete o našoj zemlji, ali nema potrebe zaista.",kosovo,und,0.0,0.4,0.0,0.5,positive,0.4257334768772125
@VucevicM,Милош Вучевић,2022-01-11T18:34:24.000Z,"На данашњој седници Председништва @sns_srbija  се расправљало о четири важне теме, предстојећем Референдуму, изборима 03.04., ситуацији на Косову и актуелном стању у региону
Донели смо одлуку да позивамо грађане да изађу на референдум 16.01. и да гласају за промене у нашој земљи.",kosovo,sr,0.2,0.9,0.0,1.0,positive,0.8216325044631958
@avucic,Александар Вучић,2018-12-30T13:11:02.000Z,"Велико хвала што са родитељима чувате српско име и презиме на Косову и Метохији.
- Додела новогодишњих пакетића деци са КиМ.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.9868355989456177
@ZoranT11,Zoran Tomić,2022-03-04T16:35:20.000Z,"Borićeš se kao što si se borio i za Kosovo i Metohiju i što si topio tenkove?!...Teško da ćeš ujediniti ikoga osim tajkuna koji bi da te iskoriste kao marionetu da pljačkaju Srbiju dalje...Loš potez, narod ti to neće dozvoliti.",kosovo,und,0.5,0.7,0.5,0.5,negative,0.871586799621582
@avucic,Александар Вучић,2019-02-21T14:36:31.000Z,"Хвала Републици Бурунди на повлачењу признања једнострано проглашене независности Косова.
Cа министром иностраних послова Езекјелом Нибижиром.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8066112995147705
@avucic,Александар Вучић,2018-09-08T19:31:59.000Z,"Молим привреднике из централне Србије да сагледају могућности улагања и подршку нашем вредном народу на Косову и Метохији.
- Пословни форум у Лепосавићу https://e/a14458-Ulazite-i-u-srpske-i-u-albanske-sredine.html…",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8470110893249512
@avucic,Александар Вучић,2019-04-18T15:45:52.000Z,"Хвала вам што толико волите Србију и, пре свега, Косово и Метохију у Србији.
Cа Србимa који су пешице дошли са Косова и Метохије у Београд.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.9815425276756287
@avucic,Александар Вучић,2019-03-15T12:40:36.000Z,"Одлука Гренаде да повуче признање једнострано проглашене независности Косова
је доказ принципијелности у поштовању међународног права. Cа министром спољних послова и рада Гренаде, Питером Чарлсом Дејвидом.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.6355581879615784
@avucic,Александар Вучић,2019-01-21T21:06:44.000Z,"Хвала Републици Палау што је одлучила да поништи признање једнострано проглашене независности Косова, поштујући суверенитет и територијални интегритет Србије.
Са председником Републике Палау, Томасом Исангом Ременгесом.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.9058514833450317
@avucic,Александар Вучић,2019-02-12T14:13:12.000Z,"Хвала Молдавији због принципијелне позиције, што не признаје једнострано проглашену независност Косова.
Ca потпредседником Владе Републике Молдавије задуженим за европске интеграције, Јуријем Леанком.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8015766739845276
@avucic,Александар Вучић,2019-09-25T19:55:44.000Z,"Честитао сам председнику Ременгесу 25-годишњицу независности Палауа и изразио захвалност за одлуку Палауа да поништи признање једнострано проглашене независности Косова, поштујући суверенитет и територијални интегритет Србије.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8680206537246704
@ZoranT11,Zoran Tomić,2022-02-08T21:05:19.000Z,"Pokazao je @adv_djukanovic koliko opozicija nema predstavu kako se treba boriti za KiM. Otkrili su svoje karte, pokazali da u njihovim glavama to nije naša pokrajna, već lažna država Kosovo. Dela govore, a @sns_srbija  i @avucic su pokazali kako se bore za našu južnu pokrajnu.",kosovo,und,0.5,0.7,0.5,0.5,negative,0.656869649887085
@ZoranT11,Zoran Tomić,2022-03-24T13:26:06.000Z,"Srbija vraća dug legendarnom ""đeneralu"" Veljku Radenoviću, potpukovniku srpske policije, koji se junački borio za opstanak srpskog naroda na Kosovu i Metohiji 1998. i 1999. godine. Predsednik Republike Srbije @avucic prisustvovao je ceremoniji svečanog otkrivanja spomenika.",kosovo,und,0.5,0.7,0.5,0.5,positive,0.8117920160293579
@VucevicM,Милош Вучевић,2022-03-24T13:39:14.000Z,"Нека се чује прича и о херојима са Кошара, са Косова и Метхоје, из свих места у Србији, прича о храбрим чуварима нашег неба, који су ризиковали животе да бисмо ми данас били слободни. Нека се чује прича и о страдању Срба на Косову, после НАТО агресије јер они су и данас угрожени.",kosovo,sr,0.2,0.9,0.0,1.0,positive,0.7578318119049072
@avucic,Александар Вучић,2019-01-15T18:05:02.000Z,"Морамо да покажемо људима нову перспективу чланства у ЕУ,  без обзира на то када ће до тога доћи, јер то не зависи од нас.
Cа амбасадорима земаља чланица ЕУ и шефом Делегације ЕУ @FabriziSem o европском путу Србије, Косову и Метохији и ситуацији у региону.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.596493661403656
@avucic,Александар Вучић,2018-12-18T11:10:14.000Z,Србија придаје посебан значај присуству и деловању УНМИК на Косову и Метохији. Cа генералним секретаром @UN Антонијом Гутересом о једностраним потезима Приштине и ситуацији у региону.,kosovo,sr,0.6,0.8,0.5,1.0,neutral,0.5979565382003784
@avucic,Александар Вучић,2018-06-07T14:14:14.000Z,"Са амбасадором Руске Федерације @AVChepurin о ситуацији на северу Косова и Метохије, стању дијалога Београда и Приштине, као и о резултатимa посете Москви која је била од великог значаја за даљи развој свестране сарадње двеју земаља.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.8488312363624573
@avucic,Александар Вучић,2018-04-19T18:28:32.000Z,"Косово и Метохија је најважније питање због којег сам веома забринут, али сам уверен да уз подршку @FedericaMog све тешкоће, опасности и препреке које се налазе на нашем путу можемо да избегнемо.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.5515861511230469
@avucic,Александар Вучић,2019-09-19T17:58:11.000Z,"Присуство УН, односно УНМИК, као и других међународних мисија на КиМ, више је него потребно као гаранција безбедности српског народа.
Cа специјалним изаслаником генералног секретара @UN и шефом Мисије УН на Косову и Метохији Захиром Танином.",kosovo,sr,0.6,0.8,0.5,1.0,positive,0.549289882183075
@MarijanNSS,Marijan Rističević,2022-04-03T17:38:30.000Z,"Ti pričaš o slobodi, ti koji si razoružao vojsku za hrvatsku putovnicu.
Ti koji si mirno posmatrao proglašenje nezavisnosti Kosova. Ti koji si zbog špijunaže penzionisan sa 48 godina i nagrađen debelom srpskom penzijom da možeš da švrćkaš sa Jeremićem po belom svetu?",kosovo,und,0.4,0.8,0.5,1.0,negative,0.7712987065315247
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2020-06-28T13:27:31.000Z,"If we forget Kosovo, what should we remember?",kosovo,en,0.3,0.5,0.5,0.5,negative,0.9746959805488586
@SasaRadulovich,Saša Radulović,2020-08-11T08:36:46.000Z,"Not just ""de jure part of Serbia"", but actual part of Serbia. The parliament of Serbia needs to state that the Brussels Agreement is null and void since Priština did not do their part and pass a Law on Kosovo and Metohija.",kosovo,en,0.2,0.6,0.0,0.5,negative,0.9934607744216919
@SutanovacDragan,Šutanovac Dragan,2022-03-23T14:54:40.000Z,“Such an attitude of the Kosovo Government is not in line with our values and principles and will undermine their European aspirations.”Kosovo Serb voting within Kosovo in Serbia’s elections: joint statement - http://,kosovo,en,0.4,-0.1,0.5,0.0,negative,0.9993379712104797
@ArisMovsesijan,Aris Movsesijan,2019-07-15T13:19:58.000Z,"""Ultimately, Slovakia’s position on Kosovo seems likely to shift only in response to internal factors rather than external pressures. But external factors will be crucial in providing legitimacy for recognition when it becomes a more realistic option.""",kosovo,en,0.3,-0.6,0.5,-0.5,positive,0.9202117323875427
@ArisMovsesijan,Aris Movsesijan,2019-09-13T07:04:43.000Z,"Comment: The Kosovo
Serb speaker was so lackluster that Simo Spasic, who heads an organization representing the families of missing persons in Kosovo, walked out of the congress complaining that the SNS had not brought in a real Kosovo Serb from Mitrovica.  End Comment.",kosovo,en,0.3,-0.6,0.5,-0.5,negative,0.9996626377105713
@ZoranLutovac,Zoran Lutovac,2022-03-29T11:16:55.000Z,"„Olivera Ivanovića je ubio Ljubomir Lainović. Čovek koji je organizovao njegov dolazak na Kosovo i pripremio logistiku je Radoičić. Čovek koji je naredio je Veselinović.“ Prenosi “Krik”.

Na slici pored predsednika SNS-a i države “čovek koji je pripremio logistiku”",kosovo,und,0.3,-0.2,0.5,0.0,negative,0.8345272541046143
@BoskoObradovic,Бошко Обрадовић,2021-03-24T11:18:12.000Z,"Председник @sns_srbija успео је да се загрли са свим ратним злочинцима директно одговорним за НАТО бомбардовање Србије и окупацију Косова и Метохије, као што није пропустио да за време док је био министар и док су други гинули бранећи Отаџбину узме бесплатан стан од државе.",kosovo,sr,0.4,0.8,0.5,1.0,negative,0.8490347862243652
@SasaRadulovich,Saša Radulović,2021-08-09T19:04:19.000Z,"Замислите да у Приштини постоји један овакав политичар који каже да је Косово Србија и да постоји један медиј који је то спреман да објави. Не можете? Ни ја.

Свуда у региону Н1 подржава националистичку политику. Једино у Србији Н1 промовише аутошовинизам.",kosovo,sr,0.2,0.6,0.0,0.5,negative,0.6970744132995605
@DostaJeBilo,ДЈБ - Суверенисти,2019-02-20T12:09:15.000Z, Nećemo u Evropsku uniju.  Nećemo u NATO. Globalistički projekti nas ne interesuju. Ne damo Kosovo i Metohiju. Ko god kaže da je KiM izgubljeno - laže vas. Nećemo da postanemo jeftina radna snaga u našij zemlji.@SasaRadulovich,kosovo,und,0.2,0.6,0.0,0.5,negative,0.7221723794937134
@ArisMovsesijan,Aris Movsesijan,2018-06-29T12:06:55.000Z,"Hajde sad lepo priznajte, ko se zezao sa Dačićem i slao mu mejl povlačenja priznanja Kosova?! :-)",kosovo,und,0.3,-0.6,0.5,-0.5,negative,0.6352079510688782
@NovaStranka,Nova stranka,2019-05-27T18:17:50.000Z,"Ko švercuje srpsku robu na Kosovo od kad je uvedena taksa? Ono što govore službe je da iz Beograda to radi „nešto kao Asomakum“, kao i sa prištinske strane. Neka Vučić danas kaže da ni on ni onaj Radojičić ne znaju ko švercuje srpsku robu na Kosovo“, poručio je @ZoranDirektno.",kosovo,und,0.4,-0.5,0.5,-0.5,negative,0.7769995927810669
@SasaRadulovich,Saša Radulović,2022-03-02T19:34:06.000Z,Огромна грешка власти која нас може јако много коштати у одбрани Косова и Метохије. Довољно је да Русија одустану од свог вета. То би повукло и Кину за собом. Надамо да ће Русија ово схватити као резултат огромних притисака ЕУ под којим је поклекла власт и да није глас народа.,kosovo,sr,0.2,0.6,0.0,0.5,negative,0.9029742479324341
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2020-04-26T09:37:23.000Z,"“Ti mislis daleko je Levač od Kosova a Kosovo ce ti sutra stići u Levač.
I nemojte vi da mi pričate o seljacima, nije vama ni do seljaka ni do Srbije. Vama je svejedno da li ce vam Levač, Braničevo, Tamnava ili Mačva, osvanuti sutra u Ugarskoj ili Turskoj...”",kosovo,und,0.3,0.5,0.5,0.5,negative,0.7857840657234192
